Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
IZYgunT1BattleRifleBARbrowningautomaticrifle,items,gun,,,Browning Automatic Rifle,,,,,,,,,,,,,
IZYgunT1DualPistolCOLTnavyRevolver,items,gun,,,Dual Colt Navy Revolvers,,,,,,,,,,,,,
IZYgunT1Pistol45M1917,items,gun,,,M1917 Revolver,,,,,,,,,,,,,
IZYgunT1Pistol45Type17C96,items,gun,,,Shanxi Type 17 Pistol,,,,,,,,,,,,,
IZYgunT1Pistol9Makarov,items,gun,,,Makarov Pistol,,,,,,,,,,,,,
IZYgunT1SMGTec9submachinegun,items,gun,,,Tec-9 SMG,,,,,,,,,,,,,
IZYgunT1SNIPERRIFLE762Mosinnagant,items,gun,,,Mosin Nagant Rifle,,,,,,,,,,,,,
IZYgunT1TACCompactshotgunSuperShortty,items,gun,,,Super-Shorty Shotgun,,,,,,,,,,,,,
IZYgunT1TradshotgunDoubleBarrelOverUnder,items,gun,,,Over-Under Shotgun,,,,,,,,,,,,,
IZYgunT245SMGM3Greasegun,items,gun,,,M3 Grease Gun SMG,,,,,,,,,,,,,
IZYgunT2ARCabineCAR15,items,gun,,,CAR-15 Rifle,,,,,,,,,,,,,
IZYgunT2ARSTG44N,items,gun,,,StG 44 Rifle,,,,,,,,,,,,,
IZYgunT2BattleRifleFNFALRifle,items,gun,,,FNN FAL Rifle,,,,,,,,,,,,,
IZYgunT2DualPistolM9bs,items,gun,,,Dual M9 Pistols,,,,,,,,,,,,,
IZYgunT2DualPistols45M1911A1,items,gun,,,Dual M1911s Pistols,,,,,,,,,,,,,
IZYgunT2LGLChinalakeGrenadeLauncher,items,gun,,,Chinalake 25mm Grenade Launcher,,,,,,,,,,,,,
IZYgunT2LMGlightmachinegunRPD,items,gun,,,RPD Machine Gun,,,,,,,,,,,,,
IZYgunT2LMGLMG36,items,gun,,,MG36 Machine Gun,,,,,,,,,,,,,
IZYgunT2MarksManRifle762M1garandNavyconverted,items,gun,,,M1N Reserve Rifle,,,,,,,,,,,,,
IZYgunT2Pistol45M1911A1,items,gun,,,M1911 Pistol,,,,,,,,,,,,,
IZYgunT2SMGUZIsubmachinegun,items,gun,,,UZI SMG,,,,,,,,,,,,,
IZYgunT2TradshotgunLeveractionShotgunModel1887,items,gun,,,Model 1887 Shotgun,,,,,,,,,,,,,
IZYgunT345SMGM1thompson,items,gun,,,M1 Thompson SMG,,,,,,,,,,,,,
IZYgunT3ARAKM,items,gun,,,AKM Rifle,,,,,,,,,,,,,
IZYgunT3ARCabineM4Carbine,items,gun,,,M4 Carbine,,,,,,,,,,,,,
IZYgunT3BattleRifleHKG3,items,gun,,,G3 Rifle,,,,,,,,,,,,,
IZYgunT3BULLPUPHellionVHS2,items,gun,,,VHS-2 Assault Rifle,,,,,,,,,,,,,
IZYgunT3DualPistolGlock18C,items,gun,,,Dual G18C Pistols,,,,,,,,,,,,,
IZYgunT3LGLXM25,items,gun,,,XM-25 Grenade Launcher,,,,,,,,,,,,,
IZYgunT3LMGM249FNminimi,items,gun,,,M249 Machine Gun,,,,,,,,,,,,,
IZYgunT3MarksManRifle556M16A2DMR,items,gun,,,M16A2 DMR,,,,,,,,,,,,,
IZYgunT3MarksManRifle762HKPSG1,items,gun,,,PSG1 Rifle,,,,,,,,,,,,,
IZYgunT3MarksmanRifleMMRM1Carbine45,items,gun,,,Camp Carbine 45,,,,,,,,,,,,,
IZYgunT3Pistol45USP45,items,gun,,,USP45 Pistol,,,,,,,,,,,,,
IZYgunT3PistolMagnumAutomag44,items,gun,,,.44 AutoMag Heavy Pistol,,,,,,,,,,,,,
IZYgunT3RocketLauncherRPG7,items,gun,,,RPG-7 Grenade Launcher,,,,,,,,,,,,,
IZYgunT3SMGMP5Ksubmachinegun,items,gun,,,MP5K SMG,,,,,,,,,,,,,
IZYgunT3SMGMP9submachinegun,items,gun,,,MP9 SMG,,,,,,,,,,,,,
IZYgunT3SNIPERRIFLE762LeeEnfieldRifle,items,gun,,,Enfield Rifle,,,,,,,,,,,,,
IZYgunT3TACshotgunSPAS12G,items,gun,,,SPAS-12 Shotgun,,,,,,,,,,,,,
IZYgunT3TechnicalNailmachinegun,items,gun,,,Automatic Nailgun,,,,,,,,,,,,,
IZYgunT3TradshotgunTrenchGunM1897,items,gun,,,Model 1897 Trench Gun,,,,,,,,,,,,,
IZYgunT445SMGM1928thompson,items,gun,,,M1928 Thompson SMG,,,,,,,,,,,,,
IZYgunT445TACSMGKrissSuperV,items,gun,,,KRISS Vector SMG,,,,,,,,,,,,,
IZYgunT4ARCabineHK416,items,gun,,,M416 Carbine,,,,,,,,,,,,,
IZYgunT4BattleRifleSCARH,items,gun,,,SCAR-H Rifle,,,,,,,,,,,,,
IZYgunT4BowVanhelsingAutomaticCrossbowVH,items,gun,,,VH Automatic Crossbow,,,,,,,,,,,,,
IZYgunT4BULLPUPFNF2000,items,gun,,,FNN F2000 Assault Rifle,,,,,,,,,,,,,
IZYgunT4DualMagnumDesertEagles,items,gun,,,Dual Desert Eagle Pistols,,,,,,,,,,,,,
IZYgunT4DualPistolC96M,items,gun,,Dual C96A,,,,,,,,,,,,,
IZYgunT4DualPistolMP9s,items,gun,,,Dual MP9 SMGs,,,,,,,,,,,,,
IZYgunT4LMGlightmachinegunMG34R,items,gun,,,Antique Machine Gun,,,,,,,,,,,,,
IZYgunT4MarksmanRifle45MMRKrissVectorCarbine,items,gun,,,Vector Carbine,,,,,,,,,,,,,
IZYgunT4MarksManRifle762SVUprototypeRifle,items,gun,,,Prototype SVU Rifle,,,,,,,,,,,,,
IZYgunT4MarksManRifleM110SASS,items,gun,,,M110 SASS Rifle,,,,,,,,,,,,,
IZYgunT4Pistol45STIEAGLE6,items,gun,,,STI Eagle 6 Pistol,,,,,,,,,,,,,
IZYgunT4SMGColt9mmsubmachinegun,items,gun,,,Colt 9mm SMG,,,,,,,,,,,,,
IZYgunT4SMGCZScorpionEVO3,items,gun,,,Scorpion EVO 3 SMG,,,,,,,,,,,,,
IZYgunT4SNIPERRIFLE762L96AWMRifle,items,gun,,,L96 Rifle,,,,,,,,,,,,,
IZYgunT4TradshotgunBrowningAuto5,items,gun,,,Browning Auto-5 Shotgun,,,,,,,,,,,,,
IZYgunT5HeavyWeaponM134MinigunGatling,items,gun,,,M-134 Minigun,,,,,,,,,,,,,
IZYgunT5HeavyWeaponM2flameThrower,items,gun,,,M2 Flamethrower,,,,,,,,,,,,,
IZYgunTminus1MusketM1777Rifle,items,gun,,,Musket Model 1777,,,,,,,,,,,,,
IZYMeleeT4BladeKatana,items,Melee,,,Katana,,,,,,,,,,,,,
IZYMeleeT4SledghammerSpikeMace,items,Melee,,,Spiked Mace,,,,,,,,,,,,,
IZYMeleeT4SpearPoleAxe,items,Melee,,,Poleaxe,,,,,,,,,,,,,
meleeWpnBatonT0PipeBaton,items,Melee,,,Pipe Baton,,,,,,,,,,,,,
meleeWpnBatonT2StunBaton,items,Melee,,,Stun Baton,,,,,,,,,,,,,
meleeWpnBatonT2StunBatonParts,items,Melee,,,Baton Parts,,,,,,,,,,,,,
meleeWpnBatonT3PlasmaBaton,items,Melee,,x,Plasma Baton,,,,,,,,,,,,,
meleeWpnBladeT0BoneKnife,items,Melee,,,Bone Knife,,,,,,,,,,,,,
meleeWpnBladeT1CandyKnife,items,Melee,,,Candy Cane Knife,,,,,,,,,,,,,
meleeWpnBladeT1HuntingKnife,items,Melee,,,Hunting Knife,,,,,,,,,,,,,
meleeWpnBladeT3Machete,items,Melee,,,Machete,,,,,,,,,,,,,
meleeWpnClubT0WoodenClub,items,Melee,,,Wooden Club,,,,,,,,,,,,,
meleeWpnClubT1BaseballBat,items,Melee,,,Baseball Bat,,,,,,,,,,,,,
meleeWpnClubT1CandyClub,items,Melee,,,Candy Cane Club,,,,,,,,,,,,,
meleeWpnClubT3SteelClub,items,Melee,,,Steel Club,,,,,,,,,,,,,
meleeWpnKnucklesT0LeatherKnuckles,items,Melee,,,Knuckle Wraps,,,,,,,,,,,,,
meleeWpnKnucklesT1IronKnuckles,items,Melee,,,Iron Knuckles,,,,,,,,,,,,,
meleeWpnKnucklesT3SteelKnuckles,items,Melee,,,Steel Knuckles,,,,,,,,,,,,,
meleeWpnSledgeT0StoneSledgehammer,items,Melee,,,Stone Sledgehammer,,,,,,,,,,,,,
meleeWpnSledgeT1IronSledgehammer,items,Melee,,,Iron Sledgehammer,,,,,,,,,,,,,
meleeWpnSledgeT3SteelSledgehammer,items,Melee,,,Steel Sledgehammer,,,,,,,,,,,,,
meleeWpnSpearT0StoneSpear,items,Melee,,,Stone Spear,,,,,,,,,,,,,
meleeWpnSpearT1IronSpear,items,Melee,,,Iron Spear,,,,,,,,,,,,,
meleeWpnSpearT3SteelSpear,items,Melee,,,Steel Spear,,,,,,,,,,,,,
